ID,TARGET
32933,0.07674904
32713,0.9568114
90799,8.329404e-05
30990,0.989155
110120,0.004112012
64879,0.52758086
86700,0.00039597572
32599,0.9219295
42504,0.9705401
30559,0.49483517
97930,0.8995385
41814,0.35267085
83325,0.00022873469
104376,0.60202783
57754,0.4932355
90016,0.0002189532
19652,0.9603644
62811,0.76447004
47551,0.9845585
11370,0.51512825
70550,0.32669726
49494,0.17778617
124132,0.4704244
30807,0.98789144
112804,0.2287406
70340,0.44968
27515,0.037990246
74851,0.110187516
23773,0.65240115
1905,0.96279836
36533,0.9616039
85121,0.00028491343
49630,0.90949214
120981,0.90485424
52205,0.93733203
89516,6.267803e-05
46859,0.4068941
95029,0.23083697
33309,0.3326379
36372,0.97642744
46642,0.98364323
77876,4.682187e-05
27967,0.22633937
63091,0.94247353
112046,0.7125067
100185,0.58114225
75328,3.4122007e-05
119761,0.10314616
18970,0.0022736855
93993,0.39989582
16516,0.6248073
111056,0.295587
104819,0.35222694
1834,0.3339156
81597,9.811859e-05
21208,0.001365619
104115,0.43418872
60668,0.6451214
77085,3.1024123e-05
31114,0.63257474
44601,0.9858509
39482,0.70714056
35622,0.9634664
105276,0.32426977
111644,0.48023134
19609,0.94468945
46831,0.6891667
67796,0.30406484
97497,0.9208394
43621,0.957848
21305,0.016622202
31350,0.9688365
25638,0.3846868
39958,0.73516965
116905,0.29832342
63544,0.96846586
71318,0.064327806
119726,0.7721754
98813,0.35683432
66351,0.76808184
94473,0.15159403
113650,0.8509799
12016,0.081238255
114787,0.43369174
59160,0.96801645
76200,3.0730607e-05
77519,4.131802e-05
53197,0.26435944
12077,0.64675266
112146,0.41421354
87227,0.00014092487
71274,0.351524
91319,0.00014396304
27975,0.7215475
34909,0.9466786
70008,0.90404534
8719,0.16639704
12879,0.70576745
78498,0.0001373984
117980,0.24013346
86705,0.00024621596
45665,0.9729753
101761,0.9781737
106773,0.99139225
49470,0.90404344
76997,0.00011952926
122677,0.95082814
51579,0.18250509
75429,5.5263277e-05
7196,0.48300976
57834,0.86958283
18762,0.9600675
60024,0.38381308
