ID,Label
32933,1.0
32713,0.8
90799,0.0
30990,0.7380952380952381
110120,0.0
64879,0.7322834645669292
86700,0.0
32599,0.9405940594059405
42504,0.7164179104477612
30559,1.0
97930,0.4910913140311804
41814,0.7164179104477612
83325,0.0
104376,0.4910913140311804
57754,0.8200455580865603
90016,0.0
19652,0.546112115732369
62811,0.7209302325581395
47551,0.8411458333333334
11370,0.5454545454545454
70550,0.5282485875706214
49494,0.5637065637065637
124132,0.8333333333333334
30807,1.0
112804,0.6041666666666666
70340,0.5282485875706214
27515,0.041666666666666664
74851,0.0
23773,0.6642156862745098
1905,0.5636363636363636
36533,0.898635477582846
85121,0.0
49630,0.5637065637065637
120981,0.5807228915662651
52205,0.5637065637065637
89516,0.0
46859,0.8411458333333334
95029,0.4910913140311804
33309,0.5932203389830508
36372,0.898635477582846
46642,0.8411458333333334
77876,0.0
27967,0.31666666666666665
63091,0.7209302325581395
112046,0.6041666666666666
100185,0.4910913140311804
75328,0.0
119761,0.5807228915662651
18970,0.546112115732369
93993,0.6385542168674698
16516,0.546112115732369
111056,0.0
104819,0.4910913140311804
1834,0.5636363636363636
81597,0.0
21208,0.0
104115,0.4910913140311804
60668,0.72
77085,0.0
31114,0.7380952380952381
44601,0.8411458333333334
39482,0.898635477582846
35622,0.898635477582846
105276,0.4910913140311804
111644,0.37777777777777777
19609,0.546112115732369
46831,0.8411458333333334
67796,0.39622641509433965
97497,0.4910913140311804
43621,0.8411458333333334
21305,0.0
31350,0.9405940594059405
25638,0.6642156862745098
39958,0.898635477582846
116905,0.5807228915662651
63544,0.9454545454545454
71318,0.5282485875706214
119726,0.5807228915662651
98813,0.4910913140311804
66351,0.7322834645669292
94473,0.3611111111111111
113650,0.3684210526315789
12016,0.0
114787,0.6835443037974683
59160,0.8200455580865603
76200,0.0
77519,0.0
53197,1.0
12077,0.6634615384615384
112146,0.6041666666666666
87227,0.0
71274,0.5282485875706214
91319,0.0
27975,0.31666666666666665
34909,0.898635477582846
70008,0.5282485875706214
8719,0.44072948328267475
12879,0.6634615384615384
78498,0.0
117980,0.5807228915662651
86705,0.0
45665,0.8411458333333334
101761,0.4910913140311804
106773,0.9245283018867925
49470,0.5637065637065637
76997,0.0
122677,0.6951219512195121
51579,0.5637065637065637
75429,0.0
7196,0.44072948328267475
57834,0.8200455580865603
18762,0.546112115732369
60024,0.8200455580865603
91935,0.0
37195,0.898635477582846
45366,0.8411458333333334
78321,0.0
31308,0.0
219,0.18181818181818182
37532,0.898635477582846
93392,0.6385542168674698
21536,1.0
54080,0.11764705882352941
