ID,TARGET
32933,0.09792254
32713,0.83245546
90799,8.311378e-05
30990,0.9575701
110120,0.001626463
64879,0.21483815
86700,0.00025261604
32599,0.9680608
42504,0.97236687
30559,0.94866574
97930,0.58100045
41814,0.67784625
83325,0.00023378606
104376,0.5821588
57754,0.89473504
90016,0.0002061019
19652,0.9587192
62811,0.4642203
47551,0.9673768
11370,0.4002261
70550,0.24428876
49494,0.20952334
124132,0.78269655
30807,0.9728871
112804,0.22399426
70340,0.19838586
27515,0.020704264
74851,0.6618912
23773,0.6487314
1905,0.9763831
36533,0.96747535
85121,0.00018790436
49630,0.8700072
120981,0.88881713
52205,0.8507093
89516,7.822911e-05
46859,0.5903787
95029,0.46781906
33309,0.31896597
36372,0.97239774
46642,0.96651536
77876,4.402011e-05
27967,0.35073245
63091,0.86242235
112046,0.8528415
100185,0.4828545
75328,5.024137e-05
119761,0.17278783
18970,0.005691916
93993,0.3918884
16516,0.64103186
111056,0.015604583
104819,0.49869877
1834,0.9763831
81597,8.898363e-05
21208,0.0016150698
104115,0.5774018
60668,0.7747845
77085,4.8688205e-05
31114,0.6738212
44601,0.9544431
39482,0.85433215
35622,0.9807519
105276,0.46272218
111644,0.7008918
19609,0.8720479
46831,0.4477578
67796,0.3581969
97497,0.97436833
43621,0.9726945
21305,0.019961972
31350,0.9541046
25638,0.064395465
39958,0.87153584
116905,0.51029646
63544,0.97173697
71318,0.11333555
119726,0.7022519
98813,0.22564691
66351,0.49023974
94473,0.21176353
113650,0.79054564
12016,0.4877564
114787,0.6374282
59160,0.8619694
76200,4.1646952e-05
77519,5.228686e-05
53197,0.49345466
12077,0.6816171
112146,0.45495063
87227,0.00012699398
71274,0.5085662
91319,6.386683e-05
27975,0.35073245
34909,0.92153287
70008,0.7301354
8719,0.16374594
12879,0.6616411
78498,5.5018452e-05
117980,0.26647586
86705,0.00018515847
45665,0.93067557
101761,0.9139625
106773,0.9846635
49470,0.74701375
76997,0.00012022208
122677,0.90947616
51579,0.44835466
75429,0.00014161416
7196,0.55986917
57834,0.93287295
18762,0.8954267
60024,0.6078611
91935,0.0012333051
37195,0.98468626
45366,0.726445
78321,0.00015279296
31308,0.1826947
219,0.032370504
37532,0.94422656
93392,0.7439503
21536,0.9746063
54080,0.18137924
22147,0.9750304
89698,8.607991e-05
92849,0.43400848
4855,0.97286093
12988,0.36651522
75952,5.065394e-05
92039,0.0014539188
36456,0.96211153
98659,0.4359384
108163,0.9458606
56935,0.9801964
60366,0.7963789
33317,0.73256767
63699,0.97733307
92138,0.27248967
58368,0.724179
52166,0.32330105
61821,0.8957056
54413,0.34522688
107351,0.97774917
109938,0.002845026
62470,0.9792635
24453,0.0018634852
116107,0.9512906
27751,0.47673652
53375,0.97979546
57102,0.8643645
44187,0.75403136
54241,0.30440983
51642,0.7642387
70917,0.9483503
84722,7.420095e-05
25283,0.7016012
89106,7.565206e-05
116544,0.72812104
64814,0.5804232
70345,0.19838586
65943,0.7204469
88437,0.00018373848
34393,0.7857006
71405,0.12167125
22288,0.9729512
71863,0.41068715
102765,0.624544
45463,0.92067116
28616,0.40789202
16888,0.3552644
3345,0.76973504
10439,0.12091137
7506,0.31205755
117131,0.5638425
50448,0.6928842
47119,0.73109597
40832,0.98171425
58634,0.9653248
4825,0.97286093
107712,0.26819894
106090,0.30260584
95974,0.2506047
18969,0.005691916
24427,0.0030275243
83219,9.963327e-05
31307,0.1826947
27371,0.30252287
20212,0.39760274
22287,0.9729512
55792,0.972615
124159,0.9754313
49055,0.974329
34595,0.9912753
38653,0.9330713
11365,0.4694587
62740,0.70686066
51615,0.46744275
96456,0.4901463
17369,0.1756248
28545,0.40789202
123930,0.9283675
12249,0.8210003
46122,0.9806082
82569,9.4464056e-05
25517,0.9773752
49118,0.3425267
12387,0.37757465
1451,0.34033257
46907,0.9346653
62122,0.9765255
62793,0.71765774
80038,4.6820263e-05
112769,0.3119662
13833,0.4917875
117387,0.4950883
98295,0.80010647
117040,0.4906755
69156,0.7308381
108383,0.38209146
80162,7.0541326e-05
90487,8.078809e-05
57007,0.9801964
122164,0.8601105
98934,0.2773115
22013,0.8783143
121276,0.51117563
121619,0.3932226
66475,0.7755144
7160,0.35475606
101439,0.42849308
114406,0.7064791
25628,0.064395465
81898,0.00026491567
93667,0.8817783
87454,9.637222e-05
85894,0.00023345972
35880,0.97042465
33368,0.5698615
56837,0.46279457
9759,0.12398392
8980,0.4035853
86473,8.055477e-05
118492,0.7090979
29785,0.6207556
4954,0.993258
94226,0.9861821
25787,0.02924338
100373,0.286418
116172,0.8586317
89868,7.198097e-05
89622,7.307344e-05
91351,0.00010254432
77755,0.00010303666
46760,0.47786942
7767,0.4851749
120572,0.84708935
29163,0.9472397
62600,0.6519776
93316,0.20947506
121961,0.79532427
96668,0.97276783
81910,0.00028878232
68634,0.51103663
31080,0.8578259
109041,0.0013722883
99814,0.30217886
112044,0.8528415
81866,0.0001819102
55253,0.7857831
5213,0.9970323
95650,0.4928468
3744,0.38864434
19020,0.532164
64387,0.7897887
3803,0.13059115
72598,0.6185556
106969,0.34141767
7535,0.2700846
59700,0.9788053
9414,0.4008961
107049,0.9872158
117550,0.8090981
30168,0.42600873
119586,0.6911151
87756,9.204829e-05
99601,0.76648283
86645,0.00012713381
115488,0.6023897
101469,0.54023075
361,0.76447624
49542,0.8351022
79688,0.000109945424
95116,0.2757638
86092,0.00022010108
70365,0.8894174
85203,8.779503e-05
27182,0.32781276
52390,0.48540258
40108,0.6641256
78524,0.00013315603
101801,0.82437795
120810,0.89338773
29048,0.9350856
107985,0.3272307
18056,0.97647697
6486,0.34600216
92567,0.83014345
71959,0.097638324
56836,0.33809197
115995,0.91695625
27472,0.38907266
97544,0.33739272
63071,0.86242235
118130,0.25105676
28409,0.05687541
100355,0.286418
23544,0.98326194
41256,0.96785957
119245,0.5966499
5537,0.13124415
73118,0.4176128
56043,0.9788269
118876,0.86288995
87033,0.00021152727
8049,0.26428398
100268,0.509135
110317,0.0015446522
109547,0.0005499387
14730,0.98615646
94952,0.6135814
107556,0.8831568
40891,0.98171425
112923,0.45835352
68243,0.79210234
64292,0.91887647
90716,8.311378e-05
55756,0.972615
69880,0.5362001
122207,0.8601105
13677,0.49700263
11216,0.5872504
125008,0.7976642
46094,0.79224384
82982,8.343332e-05
96309,0.4246077
50725,0.6491292
70310,0.08303279
111706,0.4365028
50762,0.82339233
45479,0.12372167
41741,0.13417037
112337,0.58553934
51054,0.41517058
54007,0.32515866
53753,0.47248417
35644,0.9807519
21693,0.97334754
1142,0.9748522
53739,0.47248417
61790,0.57808715
121504,0.9662457
53204,0.78179604
79840,0.00013072765
60801,0.93254614
56861,0.538539
35442,0.97767717
36072,0.91033906
103482,0.3386648
7974,0.35252798
53790,0.47248417
77715,8.855184e-05
115484,0.6023897
17041,0.42511186
63378,0.96332335
97278,0.49642408
28267,0.25820073
40230,0.8880108
109173,0.0010714674
30535,0.9745867
20064,0.020080945
60385,0.7963789
62868,0.71964777
90501,8.027687e-05
5504,0.6726178
112133,0.52833796
29687,0.7713879
42269,0.353703
29780,0.522271
43616,0.9726945
124180,0.9754313
120552,0.25052166
70654,0.3153471
49378,0.69952285
120663,0.8332814
58320,0.96885735
48923,0.9499631
50730,0.5382397
20011,0.95350045
103250,0.3613632
106599,0.3887581
85603,0.00025909796
13879,0.514361
49518,0.54193217
89656,9.861441e-05
83574,0.00030883146
105497,0.4358596
6987,0.11372667
84233,9.60089e-05
37940,0.9777811
116121,0.2606311
17611,0.75417596
63593,0.97733307
89672,0.00014980182
52326,0.46776065
65186,0.27703652
33111,0.67619866
98338,0.5463828
55349,0.9580837
35493,0.988538
19361,0.3011136
47730,0.39153537
68589,0.35768527
46582,0.96651536
14105,0.94844466
2674,0.18694018
25523,0.9773752
69380,0.49304226
73812,0.50647604
